sku_id,demand_over_horizon,avg_weekly_demand,on_hand_units,on_order_units,lead_time_days,reorder_point,unit_cost,list_price,category,lead_time_weeks,demand_over_lead_time,available_stock,stockout_risk,overstock_risk,risk_quadrant,recommended_action,shortage_units,excess_units,rupee_at_risk_stockout,rupee_locked_overstock,rupee_value_at_stake
SKU0074,836.809480494853,139.46824674914217,67.0,112.0,30.0,140.0,1466.24,2173.88,Decor,4.285714285714286,597.7210574963235,179.0,0.7005292054628659,0.0,Reorder Now,Raise a replenishment order before stock runs out.,418.7210574963235,0.0,910249.3324701078,0.0,910249.3324701078
SKU0004,1331.843866320145,221.97397772002418,71.0,238.0,21.0,28.0,1321.33,2473.9,Furniture,3.0,665.9219331600725,309.0,0.5359816449750073,0.0,Reorder Now,Raise a replenishment order before stock runs out.,356.9219331600725,0.0,882989.1704447034,0.0,882989.1704447034
SKU0072,603.7135443996602,100.61892406661003,123.0,0.0,21.0,71.0,2607.34,4862.76,Textiles,3.0,301.8567721998301,123.0,0.5925219795348052,0.0,Reorder Now,Raise a replenishment order before stock runs out.,178.85677219983012,0.0,869737.5575824459,0.0,869737.5575824459
SKU0014,531.2013928564318,88.53356547607196,47.0,0.0,30.0,35.0,1194.69,2563.64,Lighting,4.285714285714286,379.42956632602267,47.0,0.876129842871508,0.0,Reorder Now,Raise a replenishment order before stock runs out.,332.42956632602267,0.0,852229.7334160447,0.0,852229.7334160447
SKU0062,882.5171544662453,147.08619241104088,66.0,220.0,30.0,36.0,1677.62,2425.32,Textiles,4.285714285714286,630.3693960473181,286.0,0.5462977711269922,0.0,Reorder Now,Raise a replenishment order before stock runs out.,344.3693960473181,0.0,835205.9836214816,0.0,835205.9836214816
SKU0006,778.7521406874117,129.79202344790195,113.0,0.0,14.0,98.0,3172.93,5012.3,Lighting,2.0,259.5840468958039,113.0,0.5646881950131636,0.0,Reorder Now,Raise a replenishment order before stock runs out.,146.5840468958039,0.0,734723.2182558379,0.0,734723.2182558379
SKU0184,539.6162471902057,89.93604119836762,62.0,0.0,14.0,55.0,3664.09,5948.3,Decor,2.0,179.87208239673524,62.0,0.6553106008788536,0.0,Reorder Now,Raise a replenishment order before stock runs out.,117.87208239673524,0.0,701138.5077205002,0.0,701138.5077205002
SKU0145,1405.456870103566,234.24281168392767,69.0,0.0,21.0,45.0,641.18,1061.41,Small Appliances,3.0,702.728435051783,69.0,0.9018112878911532,0.0,Reorder Now,Raise a replenishment order before stock runs out.,633.728435051783,0.0,672645.698248313,0.0,672645.698248313
SKU0124,206.697539520541,34.44958992009017,33.0,0.0,30.0,29.0,2611.54,5548.32,Furniture,4.285714285714286,147.64109965752928,33.0,0.7764850026412202,0.0,Reorder Now,Raise a replenishment order before stock runs out.,114.64109965752928,0.0,636065.5060518628,0.0,636065.5060518628
SKU0008,778.776632039797,129.79610533996618,62.0,0.0,7.0,54.0,3867.68,8228.71,Decor,1.0,129.79610533996618,62.0,0.5223277321179431,0.0,Reorder Now,Raise a replenishment order before stock runs out.,67.79610533996618,0.0,557874.489972033,0.0,557874.489972033
SKU0061,329.4534957623721,54.90891596039535,29.0,0.0,21.0,24.0,2118.67,3922.43,Decor,3.0,164.72674788118604,29.0,0.8239508739593578,0.0,Reorder Now,Raise a replenishment order before stock runs out.,135.72674788118604,0.0,532378.6676916005,0.0,532378.6676916005
SKU0193,492.15873383004214,82.02645563834035,68.0,0.0,14.0,68.0,2629.4,4648.41,Textiles,2.0,164.0529112766807,68.0,0.5854995838183222,0.0,Reorder Now,Raise a replenishment order before stock runs out.,96.0529112766807,0.0,446493.3133076353,0.0,446493.3133076353
SKU0125,454.907452784271,75.81790879737851,56.0,0.0,14.0,50.0,2421.18,4244.38,Lighting,2.0,151.63581759475701,56.0,0.6306941137768741,0.0,Reorder Now,Raise a replenishment order before stock runs out.,95.63581759475701,0.0,405914.7514828348,0.0,405914.7514828348
SKU0121,949.8324263888903,158.3054043981484,34.0,110.0,21.0,21.0,587.2,1176.99,Lighting,3.0,474.91621319444516,144.0,0.696788620815011,0.0,Reorder Now,Raise a replenishment order before stock runs out.,330.91621319444516,0.0,389485.07376773003,0.0,389485.07376773003
SKU0028,701.3524504923461,116.89207508205767,140.0,0.0,21.0,114.0,1027.55,1833.56,Decor,3.0,350.67622524617303,140.0,0.6007713385710118,0.0,Reorder Now,Raise a replenishment order before stock runs out.,210.67622524617303,0.0,386287.49956237304,0.0,386287.49956237304
SKU0055,155.07149896053352,25.845249826755587,38.0,0.0,21.0,32.0,3871.62,8777.96,Lighting,3.0,77.53574948026676,38.0,0.5099034928440178,0.0,Reorder Now,Raise a replenishment order before stock runs out.,39.53574948026676,0.0,347043.22750780237,0.0,347043.22750780237
SKU0114,947.6705207154791,157.9450867859132,73.0,0.0,7.0,26.0,2273.61,3520.35,Decor,1.0,157.9450867859132,73.0,0.5378140498985706,0.0,Reorder Now,Raise a replenishment order before stock runs out.,84.94508678591319,0.0,299036.4362667895,0.0,299036.4362667895
SKU0199,537.0472477675328,89.50787462792213,91.0,0.0,30.0,51.0,479.21,760.55,Decor,4.285714285714286,383.60517697680916,91.0,0.7627769241354597,0.0,Reorder Now,Raise a replenishment order before stock runs out.,292.60517697680916,0.0,222540.8673497122,0.0,222540.8673497122
SKU0090,913.4749320254209,152.24582200423683,50.0,0.0,7.0,35.0,1295.9,1930.87,Small Appliances,1.0,152.24582200423683,50.0,0.6715837627477977,0.0,Reorder Now,Raise a replenishment order before stock runs out.,102.24582200423683,0.0,197423.39033332074,0.0,197423.39033332074
SKU0007,383.7043853545787,63.95073089242978,85.0,204.0,14.0,51.0,3460.77,6964.03,Small Appliances,2.0,127.90146178485956,289.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0001,437.90097094867116,72.98349515811186,160.0,0.0,14.0,132.0,3151.81,6105.58,Decor,2.0,145.96699031622373,160.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0005,933.79584358649,155.63264059774835,87.0,160.0,21.0,40.0,1689.46,2436.2,Decor,3.0,466.897921793245,247.0,0.4709764415927766,0.0,Healthy,No action needed; leave as is.,219.89792179324502,0.0,535715.3170727035,0.0,0.0
SKU0002,534.9269875503161,89.15449792505268,137.0,189.0,7.0,135.0,3484.78,6763.97,Decor,1.0,89.15449792505268,326.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0003,131.36634044566014,21.89439007427669,89.0,297.0,30.0,39.0,2929.7,6576.29,Textiles,4.285714285714286,93.83310031832866,386.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0040,155.10374160670753,25.85062360111792,112.0,228.0,7.0,85.0,679.46,1159.81,Lighting,1.0,25.85062360111792,340.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0039,1257.6794047634653,209.61323412724423,46.0,105.0,7.0,80.0,1492.36,2218.48,Furniture,1.0,209.61323412724423,151.0,0.2796256370514444,0.0,Healthy,No action needed; leave as is.,58.613234127244226,0.0,130032.28764660878,0.0,0.0
SKU0038,1043.7432497507655,173.95720829179425,159.0,286.0,14.0,77.0,2424.94,4873.66,Small Appliances,2.0,347.9144165835885,445.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0037,291.84987983568783,48.641646639281305,101.0,244.0,21.0,78.0,3223.63,4950.35,Small Appliances,3.0,145.92493991784391,345.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0035,327.0728724070336,54.51214540117227,51.0,0.0,7.0,40.0,2431.88,3581.6,Decor,1.0,54.51214540117227,51.0,0.06442867686320673,0.0,Healthy,No action needed; leave as is.,3.512145401172269,0.0,12579.099968838598,0.0,0.0
SKU0034,480.49839508827085,80.08306584804514,77.0,139.0,21.0,40.0,1072.31,1641.07,Furniture,3.0,240.24919754413543,216.0,0.10093352149357619,0.0,Healthy,No action needed; leave as is.,24.249197544135427,0.0,39794.63061375432,0.0,0.0
SKU0033,173.20357971029637,28.867263285049393,91.0,141.0,7.0,56.0,3909.97,6920.39,Decor,1.0,28.867263285049393,232.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0032,932.6493557665722,155.44155929442869,139.0,135.0,7.0,120.0,2064.41,3449.2,Decor,1.0,155.44155929442869,274.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0027,886.5479669986861,147.757994499781,91.0,201.0,14.0,42.0,1398.73,2111.91,Furniture,2.0,295.515988999562,292.0,0.011897796161436202,0.0,Healthy,No action needed; leave as is.,3.515988999562012,0.0,7425.452328065008,0.0,0.0
SKU0048,686.0969068660138,114.34948447766897,81.0,206.0,14.0,57.0,2051.49,3202.25,Lighting,2.0,228.69896895533793,287.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0041,613.7430690473941,102.29051150789901,31.0,104.0,14.0,49.0,2828.77,4542.14,Furniture,2.0,204.58102301579802,135.0,0.3401147476441394,0.0,Healthy,No action needed; leave as is.,69.58102301579802,0.0,316046.7478809769,0.0,0.0
SKU0042,290.89180372713747,48.48196728785624,60.0,161.0,14.0,51.0,2189.15,3541.32,Furniture,2.0,96.96393457571249,221.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0045,211.63877665295868,35.27312944215978,126.0,274.0,14.0,47.0,3752.19,7905.14,Textiles,2.0,70.54625888431956,400.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0012,487.4735214118607,81.24558690197678,172.0,120.0,14.0,142.0,3767.07,8307.69,Furniture,2.0,162.49117380395356,292.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0011,396.83704494044844,66.13950749007473,190.0,201.0,14.0,134.0,950.58,1816.49,Small Appliances,2.0,132.27901498014947,391.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0013,284.56757238956953,47.427928731594925,84.0,282.0,14.0,143.0,2346.21,4384.48,Small Appliances,2.0,94.85585746318985,366.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0024,759.0675905838559,126.51126509730932,124.0,259.0,21.0,142.0,1729.97,3598.33,Small Appliances,3.0,379.53379529192796,383.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0023,1184.567183202888,197.42786386714798,119.0,156.0,7.0,104.0,1980.18,3776.1,Furniture,1.0,197.42786386714798,275.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0026,769.9489034244507,128.32481723740844,87.0,293.0,21.0,51.0,3505.12,7442.44,Small Appliances,3.0,384.97445171222535,380.0,0.012921511258996037,0.0,Healthy,No action needed; leave as is.,4.9744517122253455,0.0,37022.058401134396,0.0,0.0
SKU0025,220.3722748753787,36.728712479229785,69.0,179.0,7.0,99.0,2824.92,6193.41,Furniture,1.0,36.728712479229785,248.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0029,796.0657800412616,132.67763000687694,85.0,0.0,7.0,73.0,783.93,1474.32,Textiles,1.0,132.67763000687694,85.0,0.35934942464985026,0.0,Healthy,No action needed; leave as is.,47.67763000687694,0.0,70292.0834717388,0.0,0.0
SKU0030,297.0502638226386,49.5083773037731,121.0,210.0,14.0,71.0,1449.82,3260.09,Decor,2.0,99.0167546075462,331.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0031,564.1239798315369,94.02066330525615,86.0,289.0,14.0,46.0,1704.77,2486.24,Decor,2.0,188.0413266105123,375.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0009,393.74614365383576,65.6243572756393,120.0,286.0,14.0,99.0,1077.95,2172.0,Decor,2.0,131.2487145512786,406.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0016,396.22866497879915,66.03811082979986,54.0,150.0,7.0,73.0,3123.14,4930.95,Furniture,1.0,66.03811082979986,204.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0017,1399.2085655797432,233.20142759662386,98.0,138.0,14.0,94.0,2888.67,6098.44,Furniture,2.0,466.4028551932477,236.0,0.49399966708562154,0.0,Healthy,No action needed; leave as is.,230.40285519324772,0.0,1405097.9882247094,0.0,0.0
SKU0018,945.4692941434478,157.57821569057464,105.0,293.0,14.0,86.0,596.1,1297.59,Small Appliances,2.0,315.1564313811493,398.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0019,731.5296447887321,121.92160746478868,69.0,195.0,30.0,29.0,1577.65,3158.39,Small Appliances,4.285714285714286,522.5211748490943,264.0,0.49475731758383956,0.0,Healthy,No action needed; leave as is.,258.52117484909434,0.0,816510.6934316311,0.0,0.0
SKU0021,482.3606708379237,80.39344513965395,46.0,155.0,14.0,77.0,2928.66,4722.13,Furniture,2.0,160.7868902793079,201.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0022,386.0292394718896,64.33820657864827,68.0,123.0,14.0,66.0,1796.03,2555.53,Decor,2.0,128.67641315729654,191.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0015,918.3118094165812,153.05196823609688,42.0,143.0,14.0,21.0,1212.6,2020.98,Decor,2.0,306.10393647219377,185.0,0.39563011788708163,0.0,Healthy,No action needed; leave as is.,121.10393647219377,0.0,244748.63353157416,0.0,0.0
SKU0010,385.93669297777166,64.32278216296194,154.0,254.0,21.0,139.0,3650.88,5961.53,Small Appliances,3.0,192.96834648888583,408.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0071,439.25855571484567,73.2097592858076,72.0,150.0,7.0,91.0,1113.44,2109.19,Furniture,1.0,73.2097592858076,222.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0069,948.6717541473597,158.11195902455995,137.0,226.0,21.0,92.0,1840.04,2705.98,Furniture,3.0,474.33587707367985,363.0,0.2347194940440606,0.0,Healthy,No action needed; leave as is.,111.33587707367985,0.0,301272.65664383624,0.0,0.0
SKU0066,104.6452714052385,17.44087856753975,113.0,147.0,21.0,138.0,1195.44,2712.13,Furniture,3.0,52.32263570261925,260.0,0.0,0.0739356512810752,Healthy,No action needed; leave as is.,0.0,8.354728594761497,0.0,9987.576751321683,0.0
SKU0068,940.6039845123972,156.76733075206621,144.0,180.0,14.0,100.0,3882.72,7932.92,Small Appliances,2.0,313.53466150413243,324.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0065,811.6186326972179,135.26977211620297,127.0,283.0,14.0,118.0,3317.01,5719.09,Lighting,2.0,270.53954423240594,410.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0059,1139.8323347390422,189.97205578984037,56.0,150.0,14.0,57.0,3001.96,6085.92,Decor,2.0,379.94411157968074,206.0,0.4578149950961977,0.0,Healthy,No action needed; leave as is.,173.94411157968074,0.0,1058609.9475450106,0.0,0.0
SKU0063,455.1405541442769,75.85675902404616,111.0,178.0,7.0,94.0,511.83,982.95,Lighting,1.0,75.85675902404616,289.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0064,881.5916733898335,146.93194556497227,67.0,137.0,14.0,47.0,3930.09,8469.5,Furniture,2.0,293.86389112994453,204.0,0.3058010658757913,0.0,Healthy,No action needed; leave as is.,89.86389112994453,0.0,761102.2259250652,0.0,0.0
SKU0060,728.4908102032673,121.41513503387789,52.0,175.0,14.0,38.0,1291.56,2296.14,Textiles,2.0,242.83027006775578,227.0,0.06519067850700298,0.0,Healthy,No action needed; leave as is.,15.830270067755777,0.0,36348.51631337675,0.0,0.0
SKU0047,632.7348066294282,105.45580110490471,96.0,0.0,7.0,83.0,2019.61,3642.53,Furniture,1.0,105.45580110490471,96.0,0.08966601178723513,0.0,Healthy,No action needed; leave as is.,9.455801104904708,0.0,34443.03919864855,0.0,0.0
SKU0049,762.3669412633207,127.06115687722011,69.0,134.0,14.0,145.0,2681.81,5126.22,Decor,2.0,254.12231375444023,203.0,0.2011720773321779,0.0,Healthy,No action needed; leave as is.,51.12231375444023,0.0,262064.2272142866,0.0,0.0
SKU0050,680.465409291236,113.41090154853934,148.0,253.0,30.0,127.0,1114.28,2151.55,Furniture,4.285714285714286,486.04672092231147,401.0,0.1749764318148854,0.0,Healthy,No action needed; leave as is.,85.04672092231147,0.0,182982.27240039926,0.0,0.0
SKU0052,815.9480856812073,135.99134761353454,96.0,246.0,21.0,126.0,3477.05,5588.2,Small Appliances,3.0,407.9740428406036,342.0,0.16171137355025259,0.0,Healthy,No action needed; leave as is.,65.9740428406036,0.0,368676.14620186103,0.0,0.0
SKU0051,392.76991910706,65.46165318451,53.0,160.0,14.0,38.0,2579.88,5457.3,Lighting,2.0,130.92330636902,213.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0053,725.1066512865101,120.85110854775168,125.0,198.0,30.0,134.0,2635.07,4109.13,Decor,4.285714285714286,517.9333223475072,323.0,0.3763676016518527,0.0,Healthy,No action needed; leave as is.,194.93332234750721,0.0,801006.3628578123,0.0,0.0
SKU0056,213.10617028607896,35.51769504767983,77.0,221.0,7.0,73.0,885.01,1452.86,Lighting,1.0,35.51769504767983,298.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0044,1196.2590408634944,199.3765068105824,208.0,296.0,7.0,136.0,3603.87,7922.67,Decor,1.0,199.3765068105824,504.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0043,573.3166353032501,95.55277255054169,99.0,271.0,14.0,57.0,3548.15,5570.02,Furniture,2.0,191.10554510108338,370.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0046,546.4456027430331,91.07426712383885,131.0,249.0,7.0,80.0,540.67,1079.8,Small Appliances,1.0,91.07426712383885,380.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0085,326.95637341084193,54.49272890180699,172.0,215.0,21.0,145.0,2571.43,5630.72,Decor,3.0,163.47818670542097,387.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0092,717.046741777323,119.50779029622049,63.0,188.0,7.0,113.0,470.64,697.74,Lighting,1.0,119.50779029622049,251.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0093,418.75255510223366,69.79209251703894,88.0,295.0,14.0,145.0,3046.64,6435.79,Small Appliances,2.0,139.58418503407788,383.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0091,884.603832099141,147.43397201652348,96.0,173.0,21.0,106.0,501.45,846.14,Furniture,3.0,442.3019160495704,269.0,0.39181814448696134,0.0,Healthy,No action needed; leave as is.,173.30191604957042,0.0,146637.68324618353,0.0,0.0
SKU0089,845.7794931916867,140.96324886528112,120.0,288.0,21.0,43.0,547.03,1210.19,Small Appliances,3.0,422.88974659584335,408.0,0.03520952379598248,0.0,Healthy,No action needed; leave as is.,14.889746595843349,0.0,18019.422432823663,0.0,0.0
SKU0088,352.6620075225777,58.777001253762954,85.0,286.0,14.0,53.0,2313.19,3735.19,Textiles,2.0,117.55400250752591,371.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0087,1230.3872150967027,205.06453584945044,101.0,134.0,14.0,131.0,1738.58,3016.12,Small Appliances,2.0,410.1290716989009,235.0,0.427009650823956,0.0,Healthy,No action needed; leave as is.,175.12907169890087,0.0,528210.2957324889,0.0,0.0
SKU0086,673.7558414989114,112.29264024981858,80.0,199.0,7.0,114.0,2259.69,4024.79,Textiles,1.0,112.29264024981858,279.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0083,385.4290435025643,64.23817391709404,76.0,256.0,21.0,72.0,2779.58,4069.5,Decor,3.0,192.71452175128212,332.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0081,185.13557472078057,30.855929120130096,101.0,235.0,7.0,146.0,3774.64,6596.15,Furniture,1.0,30.855929120130096,336.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0082,169.60859446905303,28.268099078175506,67.0,156.0,14.0,99.0,1204.75,1919.32,Lighting,2.0,56.53619815635101,223.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0075,602.5294528082436,100.4215754680406,134.0,251.0,14.0,94.0,2859.08,5222.84,Furniture,2.0,200.8431509360812,385.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0076,919.8810881953556,153.31351469922592,65.0,149.0,7.0,54.0,1483.27,2696.89,Furniture,1.0,153.31351469922592,214.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0104,677.0090513304099,112.83484188840164,60.0,130.0,7.0,74.0,1829.89,3882.84,Decor,1.0,112.83484188840164,190.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0103,1176.8503871181956,196.14173118636594,46.0,156.0,7.0,28.0,3854.36,6696.5,Textiles,1.0,196.14173118636594,202.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0102,448.9642761736418,74.82737936227363,89.0,299.0,14.0,25.0,3103.7,6643.5,Decor,2.0,149.65475872454726,388.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0101,335.21902098992445,55.86983683165408,110.0,245.0,14.0,105.0,2046.61,2886.17,Furniture,2.0,111.73967366330815,355.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
SKU0100,430.44422545057284,71.74070424176215,170.0,278.0,7.0,126.0,1605.25,3266.0,Decor,1.0,71.74070424176215,448.0,0.0,0.0,Healthy,No action needed; leave as is.,0.0,0.0,0.0,0.0,0.0
