sku_id,week_start,units_sold,revenue,promo_flag,is_holiday,on_hand_units,on_order_units,lead_time_days,reorder_point,category,subcategory,unit_cost,list_price,launch_date,month,week_of_year,weeks_since_launch,lag_1w,lag_2w,lag_4w,lag_8w,rolling_mean_4w,rolling_std_4w,rolling_mean_8w,rolling_std_8w,momentum_4w,category_code
SKU0001,2024-08-06,65,396862.7,0,0,173.0,221.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,8,32,31,99.0,102.0,81.0,80.0,93.75,9.287087810503362,90.625,8.927285621700927,6.25,0
SKU0001,2024-08-13,73,445707.34,0,1,155.0,113.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,8,33,32,65.0,99.0,93.0,89.0,89.75,16.918924315688635,88.75,12.383745106273079,2.0,0
SKU0001,2024-08-20,61,372440.38,0,0,164.0,233.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,8,34,33,73.0,65.0,102.0,99.0,84.75,18.518009252256757,86.75,13.572556344119011,-4.0,0
SKU0001,2024-08-27,83,506763.14,0,0,195.0,266.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,8,35,34,61.0,73.0,99.0,82.0,74.5,17.078251276599335,82.0,15.222164291397108,-15.0,0
SKU0001,2024-09-03,49,299173.42,0,0,136.0,0.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,9,36,35,83.0,61.0,65.0,81.0,70.5,9.712534856222316,82.125,15.22626959285449,-23.25,0
SKU0001,2024-09-10,64,390757.12,0,0,122.0,282.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,9,37,36,49.0,83.0,73.0,93.0,66.5,14.730919862656238,78.125,19.23863300757098,-23.25,0
SKU0001,2024-09-17,44,268645.52,0,0,98.0,125.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,9,38,37,64.0,49.0,61.0,102.0,64.25,14.080127840328727,74.5,18.761663039293705,-20.5,0
SKU0001,2024-09-24,43,262539.94,0,0,130.0,254.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,9,39,38,44.0,64.0,83.0,99.0,60.0,17.530925056406275,67.25,17.798475055063392,-14.5,0
SKU0001,2024-10-01,55,335806.9,0,1,172.0,208.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,10,40,39,43.0,44.0,49.0,65.0,50.0,9.695359714832662,60.25,14.16988758902885,-20.5,0
SKU0001,2024-10-08,52,317490.16000000003,0,0,192.0,213.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,10,41,40,55.0,43.0,64.0,73.0,51.5,9.949874371066203,59.0,14.13203048801853,-15.0,0
SKU0001,2024-10-15,39,238117.62,0,0,194.0,243.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,10,42,41,52.0,55.0,44.0,61.0,48.5,5.916079783099622,56.375,13.070550321783903,-15.75,0
SKU0001,2024-10-22,106,578503.7,1,0,169.0,0.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,10,43,42,39.0,52.0,43.0,83.0,47.25,7.500000000000005,53.625,14.22209046317934,-12.75,0
SKU0001,2024-10-29,123,638338.39,1,1,155.0,161.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,10,44,43,106.0,39.0,55.0,49.0,63.0,29.495762407505254,56.5,21.480888515807976,13.0,0
SKU0001,2024-11-05,39,235370.11000000002,1,0,124.0,158.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,11,45,44,123.0,106.0,52.0,64.0,80.0,40.783983784487425,65.75,31.422239621916553,28.5,0
SKU0001,2024-11-12,61,372440.38,0,0,101.0,205.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,11,46,45,39.0,123.0,39.0,44.0,76.75,44.13898503590675,62.625,32.832638377948584,28.25,0
SKU0001,2024-11-19,61,372440.38,0,0,117.0,197.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,11,47,46,61.0,39.0,106.0,43.0,82.25,38.93049361789975,64.75,31.99441915620374,35.0,0
SKU0001,2024-11-26,78,476235.24,0,0,105.0,205.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,11,48,47,61.0,61.0,123.0,55.0,71.0,36.184711320298426,67.0,30.859126920340987,8.0,0
SKU0001,2024-12-03,64,390757.12,0,0,93.0,133.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,12,49,48,78.0,61.0,39.0,52.0,59.75,15.986973864159953,69.875,30.652138121647745,-20.25,0
SKU0001,2024-12-10,90,549502.2,0,0,110.0,168.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,12,50,49,64.0,78.0,61.0,39.0,66.0,8.124038404635963,71.375,29.93773299939153,-10.75,0
SKU0001,2024-12-17,122,656044.5599999999,1,0,116.0,122.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,12,51,50,90.0,64.0,61.0,106.0,73.25,13.400870618483463,77.75,27.379606592185667,-9.0,0
SKU0001,2024-12-24,182,944533.22,1,1,83.0,190.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,12,52,51,122.0,90.0,78.0,123.0,88.5,24.731895735399394,79.75,30.179226535577648,17.5,0
SKU0001,2024-12-31,103,605978.81,1,1,83.0,103.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,12,1,52,182.0,122.0,64.0,39.0,114.5,50.86911309101689,87.125,45.551971887692666,54.75,0
SKU0001,2025-01-07,116,708247.28,0,0,87.0,291.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,1,2,53,103.0,182.0,90.0,61.0,124.25,40.680666988960084,95.125,41.3156404144622,58.25,0
SKU0001,2025-01-14,151,797388.74,1,0,88.0,294.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,1,3,54,116.0,103.0,122.0,61.0,130.75,35.07491981459117,102.0,39.35552239339662,57.5,0
SKU0001,2025-01-21,132,750986.34,1,0,111.0,122.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,1,4,55,151.0,116.0,182.0,78.0,138.0,35.65576157275754,113.25,38.821017871398325,49.5,0
SKU0001,2025-01-28,103,628874.74,0,0,149.0,273.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,1,5,56,132.0,151.0,103.0,64.0,125.5,20.728402414722336,120.0,36.437813953560465,11.0,0
SKU0001,2025-02-04,104,634980.3200000001,0,0,151.0,138.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,2,6,57,103.0,132.0,116.0,90.0,125.5,20.728402414722336,124.875,29.897145109764,1.25,0
SKU0001,2025-02-11,128,781514.24,0,0,171.0,211.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,2,7,58,104.0,103.0,151.0,122.0,122.5,23.27373340628157,126.625,27.90769223196869,-8.25,0
SKU0001,2025-02-18,125,763197.5,0,0,177.0,190.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,2,8,59,128.0,104.0,132.0,182.0,116.75,15.392097539538485,127.375,27.846197483421573,-21.25,0
SKU0001,2025-02-25,113,689930.54,0,0,142.0,0.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,2,9,60,125.0,128.0,103.0,103.0,115.0,13.341664064126334,120.25,17.08591734231941,-10.5,0
SKU0001,2025-03-04,102,622769.16,0,0,137.0,286.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,3,10,61,113.0,125.0,104.0,116.0,117.5,11.090536506409418,121.5,15.973191827022452,-8.0,0
SKU0001,2025-03-11,128,781514.24,0,0,168.0,143.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,3,11,62,102.0,113.0,128.0,151.0,117.0,11.916375287812984,119.75,17.36786852618527,-5.5,0
SKU0001,2025-03-18,103,628874.74,0,0,139.0,0.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,3,12,63,128.0,102.0,125.0,132.0,117.0,11.916375287812984,116.875,12.744046228953897,0.25,0
SKU0001,2025-03-25,109,665508.22,0,0,123.0,244.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,3,13,64,103.0,128.0,113.0,103.0,111.5,12.069244660154446,113.25,11.925363127145665,-3.5,0
SKU0001,2025-04-01,134,818147.72,0,0,78.0,132.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,4,14,65,109.0,103.0,102.0,104.0,110.5,12.069244660154446,114.0,11.364103886486468,-7.0,0
SKU0001,2025-04-08,102,622769.16,0,0,47.0,159.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,4,15,66,134.0,109.0,128.0,128.0,118.5,14.843629385474879,117.75,12.487136238088024,1.5,0
SKU0001,2025-04-15,105,641085.9,0,0,75.0,250.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,4,16,67,102.0,134.0,103.0,125.0,112.0,14.988884770611408,114.5,12.817398889233104,-5.0,0
SKU0001,2025-04-22,95,580030.1,0,0,79.0,238.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,4,17,68,105.0,102.0,109.0,113.0,112.5,14.617341299520465,112.0,12.421180068162364,1.0,0
SKU0001,2025-04-29,116,708247.28,0,0,63.0,211.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,4,18,69,95.0,105.0,134.0,102.0,109.0,17.18526500620032,109.75,13.77108772547967,-1.5,0
SKU0001,2025-05-06,87,531185.46,0,0,133.0,281.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,5,19,70,116.0,95.0,102.0,128.0,104.5,8.736894948054102,111.5,13.533028380331464,-14.0,0
SKU0001,2025-05-13,129,787619.82,0,0,158.0,140.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,5,20,71,87.0,116.0,105.0,103.0,100.75,12.553220038433697,106.375,14.141504264297435,-11.25,0
SKU0001,2025-05-20,111,677719.38,0,0,164.0,273.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,5,21,72,129.0,87.0,95.0,109.0,106.75,19.224550276491083,109.625,16.10623215670611,-5.75,0
SKU0001,2025-05-27,129,739080.46,1,0,134.0,0.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,5,22,73,111.0,129.0,116.0,134.0,110.75,17.55704986607944,109.875,16.11066638685598,1.75,0
SKU0001,2025-06-03,193,1001620.4,1,0,110.0,116.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,6,23,74,129.0,111.0,87.0,102.0,114.0,19.8997487421324,109.25,15.106762913155332,9.5,0
SKU0001,2025-06-10,102,596209.89,1,0,147.0,282.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,6,24,75,193.0,129.0,129.0,105.0,140.5,36.013886210738214,120.625,32.78474166002052,39.75,0
SKU0001,2025-06-17,81,494551.98,0,0,160.0,252.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,6,25,76,102.0,193.0,111.0,95.0,133.75,41.063974478854334,120.25,33.00541081182209,27.0,0
SKU0001,2025-06-24,82,500657.56000000006,0,0,132.0,0.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,6,26,77,81.0,102.0,129.0,116.0,126.25,48.64411577981452,118.5,34.85480085809045,15.5,0
SKU0001,2025-07-01,87,531185.46,0,0,103.0,126.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,7,27,78,82.0,81.0,193.0,87.0,114.5,53.21967054889887,114.25,37.19735013603599,0.5,0
SKU0001,2025-07-08,80,488446.4,0,0,150.0,273.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,7,28,79,87.0,82.0,102.0,129.0,88.0,9.695359714832646,114.25,37.19735013603599,-52.5,0
SKU0001,2025-07-15,68,415179.44,0,0,142.0,188.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,7,29,80,80.0,87.0,81.0,111.0,82.5,3.109126351029569,108.125,38.43524238433858,-51.25,0
SKU0001,2025-07-22,81,494551.98,0,0,153.0,230.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,7,30,81,68.0,80.0,82.0,129.0,79.25,8.057087976847866,102.75,40.90319582344915,-47.0,0
SKU0001,2025-07-29,66,402968.28,0,0,161.0,240.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,7,31,82,81.0,68.0,87.0,193.0,79.0,7.9582242575422,96.75,40.01339061578546,-35.5,0
SKU0001,2025-08-05,63,384651.54000000004,0,0,150.0,0.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,8,32,83,66.0,81.0,80.0,102.0,73.75,7.84750491132902,80.875,11.166755507819989,-14.25,0
SKU0001,2025-08-12,69,421285.02,0,1,179.0,183.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,8,33,84,63.0,66.0,68.0,81.0,69.5,7.937253933193757,76.0,8.912270834561241,-13.0,0
SKU0001,2025-08-19,54,329701.32,0,0,168.0,221.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,8,34,85,69.0,63.0,81.0,82.0,69.75,7.8898669190297355,74.5,8.960229588895242,-9.5,0
SKU0001,2025-08-26,52,317490.16000000003,0,0,146.0,179.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,8,35,86,54.0,69.0,66.0,87.0,63.0,6.480740698407843,71.0,10.875923606099565,-16.0,0
SKU0001,2025-09-02,58,354123.64,0,0,126.0,180.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,9,36,87,52.0,54.0,63.0,80.0,59.5,7.937253933193757,66.625,10.55512739315418,-14.25,0
SKU0001,2025-09-09,36,219800.88,0,0,189.0,297.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,9,37,88,58.0,52.0,69.0,68.0,58.25,7.588368291888126,63.875,9.372261504796223,-11.25,0
SKU0001,2025-09-16,45,274751.1,0,0,163.0,243.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,9,38,89,36.0,58.0,54.0,81.0,50.0,9.660917830792947,59.875,13.346347815039115,-19.75,0
SKU0001,2025-09-23,44,268645.52,0,0,142.0,0.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,9,39,90,45.0,36.0,52.0,66.0,47.75,9.464847243000444,55.375,11.083288578498937,-15.25,0
SKU0001,2025-09-30,54,329701.32,0,1,146.0,262.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,9,40,91,44.0,45.0,58.0,63.0,45.75,9.105858919765144,52.625,10.795997935743165,-13.75,0
SKU0001,2025-10-07,52,317490.16000000003,0,0,141.0,155.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,10,41,92,54.0,44.0,36.0,69.0,44.75,7.3654599313281,51.5,9.999999999999961,-13.5,0
SKU0001,2025-10-14,42,256434.36000000002,0,1,175.0,268.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,10,42,93,52.0,54.0,45.0,54.0,48.75,4.9916597106239555,49.375,7.15017482303749,-1.25,0
SKU0001,2025-10-21,83,452728.75,1,0,171.0,193.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,10,43,94,42.0,52.0,44.0,52.0,48.0,5.887840577551878,47.875,7.298483208369827,0.25,0
SKU0001,2025-10-28,87,451507.63,1,0,136.0,134.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,10,44,95,83.0,42.0,54.0,58.0,57.75,17.63282923034946,51.75,14.488912016730955,12.0,0
SKU0001,2025-11-04,70,401747.16000000003,1,0,175.0,203.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,11,45,96,87.0,83.0,52.0,36.0,66.0,22.375581929117875,55.375,19.15304899263522,21.25,0
SKU0001,2025-11-11,67,409073.86,0,0,160.0,0.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,11,46,97,70.0,87.0,42.0,45.0,70.5,20.33879708012906,59.625,17.975678012247535,21.75,0
SKU0001,2025-11-18,78,476235.24,0,0,156.0,239.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,11,47,98,67.0,70.0,83.0,44.0,76.75,9.742518497116968,62.375,17.079122593723252,28.75,0
SKU0001,2025-11-25,101,616663.58,0,0,152.0,259.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,11,48,99,78.0,67.0,87.0,54.0,75.5,8.96288643983248,66.625,16.052925857033916,17.75,0
SKU0001,2025-12-02,77,470129.66000000003,0,0,183.0,272.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,12,49,100,101.0,78.0,70.0,52.0,79.0,15.38397434561909,72.5,19.086270308410548,13.0,0
SKU0001,2025-12-09,70,427390.6,0,0,138.0,0.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,12,50,101,77.0,101.0,67.0,42.0,80.75,14.384598244882138,75.625,17.20413156358503,10.25,0
SKU0001,2025-12-16,113,631316.98,1,0,138.0,103.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,12,51,102,70.0,77.0,78.0,83.0,81.5,13.478377746103805,79.125,11.179541263269382,4.75,0
SKU0001,2025-12-23,170,882256.3099999999,1,1,126.0,264.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,12,52,103,113.0,70.0,101.0,87.0,90.25,20.155644370746362,82.875,16.452854724072314,14.75,0
SKU0001,2025-12-30,41,212779.46000000002,1,0,126.0,264.0,14.0,132.0,Decor,Wall Art,3151.81,6105.58,2024-01-01,12,1,104,170.0,113.0,77.0,70.0,107.5,45.7274534606947,93.25,35.06626380358845,28.5,0
SKU0002,2024-02-20,148,1001067.56,0,0,59.0,131.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,2,8,7,106.0,135.0,120.0,17.0,120.0,11.860297916438148,112.25,46.866832621801954,15.5,0
SKU0002,2024-02-27,122,825204.34,0,0,69.0,232.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,2,9,8,148.0,106.0,119.0,90.0,127.0,18.34847859269719,128.625,27.866710811083742,-3.25,0
SKU0002,2024-03-05,129,872552.13,0,0,37.0,124.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,3,10,9,122.0,148.0,135.0,129.0,127.75,17.969882210706533,132.625,23.482136067353718,-9.75,0
SKU0002,2024-03-12,138,933427.86,0,0,35.0,117.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,3,11,10,129.0,122.0,106.0,182.0,126.25,17.40450133346736,132.625,23.482136067353718,-12.75,0
SKU0002,2024-03-19,139,940191.83,0,0,102.0,289.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,3,12,11,138.0,129.0,148.0,120.0,134.25,11.26572974408081,127.125,13.141401316885068,14.25,0
SKU0002,2024-03-26,134,906371.98,0,0,101.0,132.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,3,13,12,139.0,138.0,122.0,119.0,132.0,8.041558721209904,129.5,13.384425917567668,5.0,0
SKU0002,2024-04-02,161,1088999.17,0,0,139.0,206.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,4,14,13,134.0,139.0,129.0,135.0,135.0,4.546060565661993,131.375,12.738440137742813,7.25,0
SKU0002,2024-04-09,112,757564.64,0,0,146.0,259.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,4,15,14,161.0,134.0,138.0,106.0,143.0,12.192894105447937,134.625,16.543773105656054,16.75,0
SKU0002,2024-04-16,119,804912.43,0,0,151.0,232.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,4,16,15,112.0,161.0,139.0,148.0,136.5,20.108041509140904,135.375,15.136875503220603,2.25,0
SKU0002,2024-04-23,108,730508.76,0,0,191.0,245.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,4,17,16,119.0,112.0,134.0,122.0,131.5,21.70253441421071,131.75,15.153971662335163,-0.5,0
SKU0002,2024-04-30,153,1034887.41,0,0,172.0,0.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,4,18,17,108.0,119.0,161.0,129.0,125.0,24.426761280748355,130.0,17.121415161804155,-10.0,0
SKU0002,2024-05-07,116,784620.52,0,0,144.0,0.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,5,19,18,153.0,108.0,112.0,138.0,123.0,20.510160083886888,133.0,18.928436657202155,-20.0,0
SKU0002,2024-05-14,117,791384.49,0,0,148.0,203.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,5,20,19,116.0,153.0,119.0,139.0,124.0,19.882991056008994,130.25,19.681390775479837,-12.5,0
SKU0002,2024-05-21,123,831968.31,0,0,159.0,254.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,5,21,20,117.0,116.0,108.0,134.0,123.5,20.07485989988474,127.5,19.820624179302296,-8.0,0
SKU0002,2024-05-28,156,960821.94,1,0,119.0,194.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,5,22,21,123.0,117.0,153.0,161.0,127.25,17.442763542512417,126.125,19.686380353649866,2.25,0
SKU0002,2024-06-04,218,1253363.64,1,0,118.0,109.0,7.0,135.0,Decor,Candles,3484.78,6763.97,2024-01-01,6,23,22,156.0,123.0,116.0,112.0,128.0,18.92088792842451,125.5,18.462316833408067,5.0,0
